City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,Yerbogachen,RU,61.2767,108.0108,-9.49,98,100,6.08,light snow
339,Inongo,CD,-1.95,18.2667,73.29,91,100,4.21,overcast clouds
340,Bunia,CD,1.5667,30.25,67.96,65,87,4.05,overcast clouds
341,Russellville,US,35.2784,-93.1338,51.17,41,1,9.22,clear sky
342,Hearst,CA,49.6835,-83.6665,25.05,94,100,13.4,light snow
343,Manggar,ID,-2.8833,108.2667,77.5,90,99,7.54,overcast clouds
344,Zaysan,KZ,47.4667,84.8667,5.9,74,1,4.25,clear sky
345,Caratinga,BR,-19.7897,-42.1392,81.88,93,56,3.74,broken clouds
346,Valdivia,CL,-39.8142,-73.2459,59.09,78,22,6.85,few clouds
347,Santa Rosa,PH,14.3122,121.1114,78.78,82,99,11.5,overcast clouds
348,Cumberland,US,35.0502,-78.8664,73.83,78,90,8.05,overcast clouds
349,Riyadh,SA,24.6877,46.7219,55.54,40,20,3.8,few clouds
350,Jefferson City,US,38.5767,-92.1735,48.69,34,1,15.01,clear sky
351,Isiro,CD,2.7739,27.616,69.91,69,87,1.07,overcast clouds
352,Avaton,GR,40.9667,24.8,60.37,81,100,29.93,overcast clouds
353,Airai,TL,-8.9266,125.4092,63.1,88,97,1.5,overcast clouds
354,Fairview,US,40.8126,-73.999,66.58,81,90,15.01,overcast clouds
355,Areia Branca,BR,-4.9561,-37.1369,86.2,75,2,22.93,clear sky
356,Collie,AU,-33.3667,116.15,53.98,87,35,7.65,scattered clouds
357,Huesca,ES,42.1362,-0.4087,50.68,71,0,8.05,clear sky
358,Ribeira Grande,PT,38.5167,-28.7,66.6,82,75,26.46,broken clouds
359,Yar-Sale,RU,66.8333,70.8333,-1.89,99,82,3.67,broken clouds
360,San Jose De Las Lajas,CU,22.9614,-82.1511,85.12,68,15,4.27,few clouds
361,Alice Springs,AU,-23.7,133.8833,72.95,31,0,5.75,clear sky
362,Pauini,BR,-7.7136,-66.9764,81.95,78,95,2.08,overcast clouds
363,Vallenar,CL,-28.5708,-70.7581,73.33,36,0,8.55,clear sky
364,Soverato,IT,38.685,16.5499,42.75,85,37,6.4,scattered clouds
365,Chardara,KZ,41.2547,67.9692,47.19,72,77,7.72,broken clouds
366,Nisia Floresta,BR,-6.0911,-35.2086,82.78,72,7,9.66,clear sky
367,Ilebo,CD,-4.3167,20.5833,72.45,98,100,1.83,light rain
368,Araouane,ML,18.9048,-3.5265,69.53,8,21,9.66,few clouds
369,Coahuayana,MX,18.7333,-103.6833,87.31,55,22,6.22,few clouds
370,Vanimo,PG,-2.6741,141.3028,79.81,85,100,6.44,light rain
371,Nakatunguru,TZ,-2.1167,33.0667,74.88,67,100,10.36,overcast clouds
372,Namibe,AO,-15.1961,12.1522,71.01,77,73,3.47,broken clouds
373,Gondar,ET,12.6,37.4667,57.47,19,0,6.15,clear sky
374,Bilibino,RU,68.0546,166.4372,-41.33,99,40,3.15,scattered clouds
375,Kazachinskoye,RU,57.6953,93.2761,20.91,89,100,7.9,overcast clouds
376,Dunedin,NZ,-45.8742,170.5036,56.8,51,17,1.99,few clouds
377,Erdenet,MN,49.0333,104.0833,2.28,74,19,3.78,few clouds
378,Villacarrillo,ES,38.1156,-3.0848,43.0,76,0,5.17,clear sky
379,Medicine Hat,CA,50.0501,-110.6683,43.23,54,20,11.99,few clouds
380,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,77.58,90,89,1.9,overcast clouds
381,Melchor De Mencos,GT,17.0686,-89.1522,91.4,52,20,0.0,few clouds
382,Tingo Maria,PE,-9.2895,-76.0088,78.98,91,97,1.23,overcast clouds
383,Roswell,US,34.0232,-84.3616,61.72,94,90,1.01,mist
384,Tilichiki,RU,60.4667,166.1,-13.79,83,8,9.28,clear sky
385,Asau,RO,46.4333,26.4,42.4,86,100,4.5,overcast clouds
386,Korla,CN,41.7597,86.1469,20.62,76,6,2.62,clear sky
387,Merauke,ID,-8.4667,140.3333,80.2,81,100,8.81,light rain
388,Punata,BO,-17.55,-65.8333,78.58,58,99,6.98,overcast clouds
389,Luau,AO,-10.7073,22.2247,65.8,91,100,3.2,light rain
390,Quzhou,CN,28.9594,118.8686,54.64,81,85,3.94,overcast clouds
391,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,76.06,96,100,1.48,overcast clouds
392,Nsoko,SZ,-27.0333,31.95,74.05,90,81,2.51,broken clouds
393,Port Augusta,AU,-32.5,137.7667,80.71,20,0,8.05,clear sky
394,Bardiyah,LY,31.7561,25.0865,58.75,42,0,11.52,clear sky
395,Bushehr,IR,28.9684,50.8385,67.33,47,42,11.72,scattered clouds
396,Imeni Poliny Osipenko,RU,52.4201,136.4853,13.62,95,100,9.46,light snow
397,Nelson Bay,AU,-32.7167,152.15,66.29,88,100,1.01,overcast clouds
398,Olinda,BR,-8.0089,-34.8553,82.13,69,40,9.22,scattered clouds
399,Biskamzha,RU,53.4497,89.5272,4.12,96,100,2.13,overcast clouds
400,Kangaatsiaq,GL,68.3065,-53.4641,23.07,81,100,2.84,overcast clouds
401,Dolinsk,RU,47.35,142.8,30.06,85,41,3.69,scattered clouds
402,Te Anau,NZ,-45.4167,167.7167,54.28,51,7,1.32,clear sky
403,Natal,BR,-5.795,-35.2094,82.62,74,20,13.8,few clouds
404,Karia,NG,11.7306,11.1629,70.61,21,5,9.75,clear sky
405,Birnin Kebbi,NG,12.4539,4.1975,76.44,16,8,8.34,clear sky
406,Ambulu,ID,-8.345,113.6058,78.01,85,100,3.15,overcast clouds
407,Gornyy,RU,55.1153,83.9059,12.79,90,100,9.28,overcast clouds
408,Pyinmana,MM,19.7333,96.2167,66.79,89,0,1.92,clear sky
409,Yuryuzan,RU,54.8633,58.4219,2.8,97,5,2.33,clear sky
410,Macklin,CA,52.3334,-109.9348,39.54,75,0,10.0,clear sky
411,Omboue,GA,-1.5746,9.2618,75.16,96,100,2.62,light rain
412,Baculin,PH,7.4525,126.5842,77.88,86,74,7.07,broken clouds
413,Faribault,US,44.295,-93.2688,28.72,73,1,1.01,clear sky
414,Mahibadhoo,MV,3.7833,72.9667,78.28,89,100,15.3,light rain
415,Farafangana,MG,-22.8167,47.8333,75.61,84,79,9.62,light rain
416,Pitimbu,BR,-7.4706,-34.8086,81.19,71,14,11.03,few clouds
417,Lembeni,TZ,-3.7833,37.6167,67.71,82,25,5.5,scattered clouds
418,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,87.42,68,99,0.96,overcast clouds
419,Conde,BR,-7.2597,-34.9075,80.06,74,40,9.22,scattered clouds
420,Mezen,RU,65.8522,44.24,12.33,84,52,9.19,broken clouds
421,Sisimiut,GL,66.9395,-53.6735,23.74,90,100,11.07,light snow
422,Gurupa,BR,-1.405,-51.64,77.5,89,57,3.24,broken clouds
423,Mmabatho,ZA,-25.85,25.6333,64.36,88,99,16.11,light rain
424,Tokur,RU,53.1333,132.9,0.14,97,100,4.14,overcast clouds
425,Ahuimanu,US,21.4447,-157.8378,83.91,68,75,14.97,broken clouds
426,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.77,99,100,1.41,moderate rain
427,Trenggalek,ID,-8.05,111.7167,74.68,91,99,3.09,overcast clouds
428,Kemin,KG,42.7846,75.6892,31.37,49,22,5.79,few clouds
429,Iquique,CL,-20.2208,-70.1431,69.84,72,70,7.02,broken clouds
430,Halden,NO,59.1226,11.3871,32.9,97,75,3.22,broken clouds
431,Griffith,US,41.5284,-87.4237,41.05,56,1,1.99,clear sky
432,San Vicente,AR,-26.6167,-54.1333,76.6,48,100,1.7,overcast clouds
433,Canico,PT,32.6333,-16.85,65.01,85,40,1.99,scattered clouds
434,Tianpeng,CN,30.9866,103.9393,45.07,83,98,2.68,overcast clouds
435,Beloha,MG,-25.1667,45.05,77.7,66,72,6.55,broken clouds
436,Rawah,IQ,34.4816,41.9093,52.7,47,0,3.76,clear sky
437,Westport,US,41.1415,-73.3579,62.98,96,90,1.99,overcast clouds
438,Kilindoni,TZ,-7.9139,39.6668,79.99,78,54,7.14,light rain
439,Nemuro,JP,43.3236,145.575,41.13,75,14,10.31,few clouds
440,Killybegs,IE,54.6333,-8.45,48.45,84,99,14.09,overcast clouds
441,Banda Aceh,ID,5.5577,95.3222,77.65,83,36,12.75,scattered clouds
442,Brandon,US,27.9378,-82.2859,84.54,76,1,1.99,haze
443,Ulaangom,MN,49.9811,92.0667,-1.5,92,99,5.06,overcast clouds
444,Anuradhapura,LK,8.3565,80.4173,72.52,96,58,5.39,broken clouds
445,Coquimbo,CL,-29.9533,-71.3436,67.73,59,20,12.66,few clouds
446,Pontianak,ID,-0.0333,109.3333,73.38,100,94,2.3,overcast clouds
447,Ostrovnoy,RU,68.0531,39.5131,24.21,93,98,17.47,overcast clouds
448,Port Macquarie,AU,-31.4333,152.9167,72.9,66,72,11.65,broken clouds
449,Quesnel,CA,52.9999,-122.5029,32.5,80,75,5.75,broken clouds
450,Gornyye Klyuchi,RU,45.25,133.5,19.63,93,100,2.21,overcast clouds
451,Tubuala,PA,9.5167,-79.0333,87.91,83,65,12.55,broken clouds
452,Ajaccio,FR,42.0,8.9167,39.25,75,0,6.91,clear sky
453,Aberystwyth,GB,52.4155,-4.0829,55.67,97,100,14.09,light rain
454,Baykit,RU,61.67,96.37,-1.12,100,98,1.66,overcast clouds
455,Siofok,HU,46.9041,18.058,34.93,68,94,24.2,overcast clouds
456,Rosarito,MX,32.3333,-117.0333,71.64,32,2,6.71,clear sky
457,Abu Kamal,SY,34.4506,40.9171,53.89,52,0,3.36,clear sky
458,Yei,SS,4.095,30.6779,74.26,35,15,3.98,few clouds
459,Laguna,US,38.421,-121.4238,59.25,58,1,3.0,clear sky
460,Ust-Nera,RU,64.5667,143.2,-36.17,96,77,1.68,broken clouds
461,Maceio,BR,-9.6658,-35.7353,81.84,74,20,12.66,few clouds
462,Wattegama,LK,6.7989,81.4808,76.12,85,48,4.85,scattered clouds
463,Mutoko,ZW,-17.397,32.2268,70.16,43,1,9.93,clear sky
464,Turan,VN,16.0678,108.2208,69.85,100,75,4.61,mist
465,Saint-Louis,SN,16.3333,-15.0,80.24,12,77,9.91,broken clouds
466,Kailua,US,21.4022,-157.7394,84.18,71,75,14.97,broken clouds
467,Huilong,CN,31.8111,121.655,53.04,78,100,17.27,light rain
468,Hualmay,PE,-11.0964,-77.6139,69.93,78,53,10.92,broken clouds
469,Maldonado,UY,-34.6667,-54.9167,74.59,59,15,11.52,few clouds
470,Petauke,ZM,-14.2426,31.3253,72.01,44,13,5.59,few clouds
471,Dwarka,IN,22.2394,68.9678,72.86,55,7,10.16,clear sky
472,Halifax,CA,44.6453,-63.5724,51.85,97,100,5.99,light rain
473,Emba,KZ,48.8264,58.1442,16.18,86,71,16.28,broken clouds
474,Chibuto,MZ,-24.6867,33.5306,81.19,53,45,10.33,scattered clouds
475,Yenagoa,NG,4.9247,6.2642,78.73,85,74,4.18,broken clouds
476,Buraydah,SA,26.326,43.975,55.85,44,74,6.26,broken clouds
477,Havoysund,NO,70.9963,24.6622,25.68,82,97,8.23,overcast clouds
478,Tahoua,NE,14.8888,5.2692,76.98,8,8,11.5,clear sky
479,Langsa,ID,4.4683,97.9683,73.24,96,79,2.71,broken clouds
480,Tabuk,PH,17.4189,121.4443,71.33,93,100,4.23,overcast clouds
481,Gunjur,GM,13.2019,-16.7339,75.27,78,99,5.75,overcast clouds
482,Constitucion,CL,-35.3333,-72.4167,59.25,72,18,13.06,few clouds
483,Castanos,MX,26.7833,-101.4167,64.35,19,20,9.48,few clouds
484,Marystown,CA,47.1666,-55.1483,37.85,100,100,5.79,overcast clouds
485,Novotroitsk,RU,51.203,58.3266,11.1,81,72,18.88,broken clouds
486,Chipata,ZM,-13.6333,32.65,71.22,49,13,5.95,few clouds
487,Mitsamiouli,KM,-11.3847,43.2844,79.99,79,100,10.83,overcast clouds
488,Emporia,US,38.4039,-96.1817,48.4,29,1,13.8,clear sky
489,Kiama,AU,-34.6833,150.8667,67.57,74,37,5.01,scattered clouds
490,Pacific Grove,US,36.6177,-121.9166,61.59,61,1,1.99,clear sky
491,Verkhneyarkeyevo,RU,55.4505,54.3145,12.18,88,27,6.42,scattered clouds
492,Vila Velha,BR,-20.3297,-40.2925,78.75,89,20,11.01,few clouds
493,Talas,TR,38.6908,35.5538,30.87,93,46,2.3,mist
494,Grand Gaube,MU,-20.0064,57.6608,78.39,71,82,8.99,broken clouds
495,Poum,NC,-20.2333,164.0167,81.93,78,100,14.34,overcast clouds
496,Swan Hill,AU,-35.3378,143.5544,73.24,39,0,8.39,clear sky
497,Rzhyshchiv,UA,49.9689,31.0463,46.17,93,97,9.48,overcast clouds
498,Boissevain,CA,49.2306,-100.0559,25.65,81,24,13.62,few clouds
499,Matagami,CA,49.7502,-77.6328,23.11,93,90,6.91,snow
500,Yakeshi,CN,49.2833,120.7333,-7.46,94,21,7.67,few clouds
501,Kisangani,CD,0.5167,25.2,74.01,91,100,2.28,overcast clouds
502,Chulumani,BO,-16.4096,-67.5263,70.66,91,83,3.24,broken clouds
503,Kudahuvadhoo,MV,2.6708,72.8944,79.48,83,83,18.63,broken clouds
504,Gull Lake,CA,50.1001,-108.4847,35.96,59,1,23.38,clear sky
505,Bourail,NC,-21.5667,165.4833,86.16,60,97,6.46,overcast clouds
506,Waingapu,ID,-9.6567,120.2641,79.52,85,86,3.85,overcast clouds
507,Xifeng,CN,42.7372,124.7222,17.08,56,5,12.91,clear sky
508,Parabel,RU,58.6978,81.4825,1.96,96,98,7.63,overcast clouds
509,Hargeysa,SO,9.56,44.065,60.85,87,68,13.51,broken clouds
510,Marawi,PH,7.9986,124.2928,65.64,94,82,2.1,broken clouds
511,Lagoa,PT,39.05,-27.9833,63.46,85,100,32.37,overcast clouds
512,Knysna,ZA,-34.0363,23.0471,66.58,78,93,1.79,overcast clouds
513,Mishkino,RU,55.3389,63.9175,7.03,92,5,6.22,clear sky
514,Cadereyta,MX,25.5833,-99.9833,74.34,20,21,13.67,few clouds
515,Umba,RU,66.6871,34.3429,23.56,90,100,8.41,overcast clouds
516,Tetouan,MA,35.5711,-5.3724,54.37,88,0,5.75,clear sky
517,Isetskoye,RU,56.4858,65.3226,7.32,94,6,5.19,clear sky
518,Zaykovo,RU,57.5613,62.7568,8.15,95,9,3.78,clear sky
519,Bonthe,SL,7.5264,-12.505,81.37,77,91,6.89,overcast clouds
520,Ziarat,PK,30.3823,67.7282,36.36,16,98,4.59,overcast clouds
521,Nazret,ET,8.55,39.2667,55.15,44,26,5.77,scattered clouds
522,Dickinson,US,29.4608,-95.0513,59.16,45,100,8.01,overcast clouds
523,Mayahi,NE,13.9553,7.6712,69.55,12,2,11.83,clear sky
524,Belyy Yar,RU,53.6039,91.3903,10.29,91,99,2.24,smoke
525,Leshukonskoye,RU,64.8989,45.7622,12.31,82,73,10.04,broken clouds
526,Macapa,BR,0.0389,-51.0664,85.98,79,40,8.05,scattered clouds
527,Sangar,RU,63.9242,127.4739,-9.56,96,100,6.38,overcast clouds
528,Bima,ID,-8.4667,118.7167,76.66,95,76,2.62,broken clouds
529,Pokrovsk,UA,48.282,37.1758,33.12,83,80,9.33,broken clouds
530,Namatanai,PG,-3.6667,152.4333,81.86,81,98,10.22,light rain
531,Altay,CN,47.8667,88.1167,13.01,55,0,7.2,clear sky
532,Baruun-Urt,MN,46.6806,113.2792,3.58,71,0,10.33,clear sky
533,Do Gonbadan,IR,30.3586,50.7981,46.49,87,32,0.0,mist
534,Newcastle,AU,-32.9272,151.7765,68.72,71,90,5.99,overcast clouds
535,Kang,BW,-23.6752,22.7876,71.96,66,100,8.25,overcast clouds
536,Cosoleacaque,MX,18.0,-94.6167,84.31,72,84,3.2,broken clouds
537,Lilongwe,MW,-13.9669,33.7873,74.25,48,24,5.01,few clouds
538,Mercedes,AR,-34.6515,-59.4307,88.18,32,43,0.85,scattered clouds
539,Milkovo,RU,54.7167,158.6167,12.27,95,100,4.38,overcast clouds
540,Fort Frances,CA,48.5999,-93.4003,30.42,53,1,5.01,clear sky
541,Marabba,SD,12.35,32.1833,80.82,24,3,13.76,clear sky
542,Meiganga,CM,6.5167,14.3,69.62,30,73,5.37,broken clouds
543,Ponta Delgada,PT,37.7333,-25.6667,67.5,82,40,16.11,scattered clouds
544,Srednekolymsk,RU,67.45,153.6833,-49.47,100,80,2.24,broken clouds
545,Lima,PE,-12.0432,-77.0282,69.13,73,20,13.8,few clouds
546,Buchanan,LR,5.8808,-10.0467,76.96,80,93,8.32,overcast clouds
547,Klaksvik,FO,62.2266,-6.589,45.52,79,69,25.64,broken clouds
548,Krasnoselkup,RU,65.7,82.4667,-9.04,98,76,9.71,broken clouds
549,Bonfim,BR,3.0833,-59.95,83.73,67,96,6.93,light rain
550,Kardla,EE,58.9978,22.7492,34.02,99,100,5.06,overcast clouds
551,Hamza,UZ,40.4264,71.4956,36.05,33,12,0.54,few clouds
552,Fairbanks,US,64.8378,-147.7164,-0.78,76,90,1.99,light snow
553,Rio Grande,BR,-32.035,-52.0986,77.11,72,6,11.5,clear sky
554,Valparaiso,CL,-33.0393,-71.6273,66.43,68,75,9.22,broken clouds
555,Baker City,US,44.7749,-117.8344,35.64,91,100,11.88,light snow
556,Dallas,US,32.7668,-96.7836,54.52,37,1,9.22,clear sky
557,Vidim,RU,56.4088,103.1106,14.36,94,100,11.56,snow
558,Mount Isa,AU,-20.7333,139.5,80.37,21,0,5.75,clear sky
559,Mandalgovi,MN,45.7625,106.2708,6.17,65,0,11.43,clear sky
560,Kalabo,ZM,-14.97,22.6814,76.62,50,97,7.38,overcast clouds
561,Arambagh,IN,22.8833,87.7833,65.28,66,11,7.63,few clouds
562,Homer,US,59.6425,-151.5483,14.77,82,100,14.58,overcast clouds
563,Vohibinany,MG,-17.35,49.0333,68.92,95,100,1.79,overcast clouds
564,Tuatapere,NZ,-46.1333,167.6833,56.82,46,8,5.77,clear sky
565,Valparai,IN,10.3667,76.9667,58.77,91,28,5.68,scattered clouds
566,Gasa,PS,31.5,34.4667,61.92,48,65,2.68,broken clouds
567,Acandi,CO,8.5063,-77.2778,81.63,80,32,7.38,scattered clouds
568,Jalu,LY,29.0331,21.5482,57.67,51,99,8.03,overcast clouds
569,Sao Felix Do Xingu,BR,-6.6447,-51.995,75.49,98,100,1.1,overcast clouds
570,Tarko-Sale,RU,64.9225,77.785,-10.08,97,77,11.97,broken clouds
571,Goderich,CA,43.7501,-81.7165,40.91,75,97,34.52,overcast clouds
572,Cabo Rojo,PR,18.0866,-67.1457,83.79,76,26,1.01,scattered clouds
573,Kwekwe,ZW,-18.9281,29.8149,70.74,58,39,5.35,scattered clouds
574,Jiayuguan,CN,39.8167,98.3,20.23,36,0,5.97,clear sky
575,Cabedelo,BR,-6.9811,-34.8339,81.27,70,10,12.19,clear sky
576,Haines Junction,CA,60.7522,-137.5108,8.55,61,100,8.05,overcast clouds
577,Wajir,KE,1.7471,40.0573,78.71,58,4,14.61,clear sky
578,Bossangoa,CF,6.4926,17.4552,75.36,27,57,3.85,broken clouds
579,Tiznit,MA,29.5833,-9.5,59.34,36,0,2.95,clear sky
580,Roebourne,AU,-20.7833,117.1333,89.89,26,17,14.32,few clouds
581,Lufilufi,WS,-13.8745,-171.5986,85.78,77,16,7.83,light rain
582,Kaduy,RU,59.2,37.15,-2.16,90,97,7.96,overcast clouds
583,Narsaq,GL,60.9167,-46.05,14.13,84,100,3.02,overcast clouds
584,Waharoa,NZ,-37.7667,175.7667,71.35,94,100,3.91,moderate rain
585,Zyryanka,RU,65.75,150.85,-47.76,97,33,2.46,scattered clouds
586,Diego De Almagro,CL,-26.3667,-70.05,72.12,18,0,9.17,clear sky
587,Itarema,BR,-2.9248,-39.9167,80.91,77,3,15.08,clear sky
588,Luena,AO,-11.7833,19.9167,63.14,95,100,4.52,overcast clouds
589,Cartagena,CO,10.3997,-75.5144,85.62,66,40,12.66,scattered clouds
590,Saint-Denis,FR,48.9167,2.3333,45.21,89,0,1.99,clear sky
591,Pangai,TO,-19.8,-174.35,82.51,74,40,6.91,scattered clouds
592,Hokitika,NZ,-42.7167,170.9667,59.81,69,100,7.54,overcast clouds
593,Kasama,ZM,-10.2129,31.1808,64.42,49,25,4.38,scattered clouds
594,Wynyard,AU,-41.0,145.7167,60.98,52,1,14.56,clear sky
595,Alugan,PH,12.2188,125.4808,79.57,88,100,14.47,overcast clouds
596,Kysyl-Syr,RU,63.8986,122.7617,-21.75,100,99,2.8,overcast clouds
597,Jinchang,CN,38.4953,102.1739,22.48,45,0,1.79,clear sky
598,Punta Gorda,US,26.9298,-82.0454,84.24,70,40,5.01,scattered clouds
599,Uppsala,SE,60.0,17.75,32.63,95,90,3.44,fog
600,Ratlam,IN,23.3167,75.0667,58.69,48,0,8.41,clear sky
601,Booue,GA,-0.0921,11.9385,74.91,95,100,2.01,light rain
602,Santona,ES,43.4439,-3.4576,55.92,89,92,7.83,overcast clouds
603,Dingle,PH,10.9995,122.6711,75.31,95,43,8.48,scattered clouds
604,Peniche,PT,39.3558,-9.3811,55.09,89,9,13.38,clear sky
605,Chapais,CA,49.7834,-74.8492,26.38,95,100,16.82,light snow
606,San Rafael,AR,-34.6177,-68.3301,79.32,43,41,12.21,scattered clouds
607,Rockport,US,28.0206,-97.0544,62.01,40,100,4.0,overcast clouds
608,Kutum,SD,14.2,24.6667,64.15,20,0,6.85,clear sky
609,Jinxiang,CN,27.4327,120.6062,56.28,87,17,8.41,few clouds
610,Lahij,YE,13.1667,44.5833,69.84,57,0,3.83,clear sky
611,Batagay-Alyta,RU,67.8006,130.4114,-20.47,100,100,0.72,overcast clouds
612,Revda,RU,56.801,59.9303,5.81,90,10,4.5,clear sky
613,Usakos,NA,-22.0,15.6,77.45,19,56,3.94,broken clouds
614,Alto Araguaia,BR,-17.3147,-53.2153,77.41,70,88,6.04,overcast clouds
615,Buala,SB,-8.145,159.5921,83.52,79,100,5.99,light rain
616,Mahebourg,MU,-20.4081,57.7,78.26,83,40,11.5,scattered clouds
617,Belur,IN,13.1667,75.8667,64.22,96,51,8.01,broken clouds
618,Codrington,AU,-38.2667,141.9667,61.63,57,19,11.48,few clouds
619,Nekhayevskiy,RU,50.4106,41.7561,25.52,83,100,7.49,overcast clouds
620,Puksoozero,RU,62.5903,40.6066,12.52,82,99,9.17,overcast clouds
621,Northam,GB,51.0333,-4.2167,54.43,97,100,18.21,overcast clouds
622,Kautokeino,NO,69.0125,23.0412,7.11,97,99,4.61,overcast clouds
623,Njombe,TZ,-9.3333,34.7667,56.07,95,19,7.27,few clouds
624,Alberdi,AR,-32.8899,-60.6906,92.16,40,0,1.99,clear sky
625,Akonolinga,CM,3.7667,12.25,70.81,56,94,1.61,overcast clouds
626,Selkirk,CA,50.1436,-96.8845,26.6,89,31,9.31,scattered clouds
627,Viedma,AR,-40.8135,-62.9967,71.46,68,97,17.29,overcast clouds
628,Naantali,FI,60.4674,22.0243,34.86,100,90,5.75,light rain
629,Egvekinot,RU,66.3167,-179.1667,-26.79,81,18,5.66,few clouds
630,Birao,CF,10.2849,22.7882,73.18,29,13,6.89,few clouds
631,Hvolsvollur,IS,63.7533,-20.2243,37.81,88,100,18.37,overcast clouds
632,Cairns,AU,-16.9167,145.7667,83.1,82,75,4.61,broken clouds
633,Yumen,CN,40.2833,97.2,19.49,55,0,7.25,clear sky
634,Belaya Gora,RU,68.5333,146.4167,-45.51,93,100,0.65,overcast clouds
635,Pinega,RU,64.7001,43.3936,11.66,85,75,9.71,broken clouds
636,Devils Lake,US,48.1128,-98.8651,28.94,75,40,11.01,scattered clouds
637,Hirara,JP,24.8,125.2833,66.47,77,20,3.44,few clouds
638,Ocampo,MX,21.65,-101.5,71.96,17,58,6.64,broken clouds
639,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,76,90,13.0,overcast clouds
640,Ust-Charyshskaya Pristan,RU,52.3934,83.6635,8.29,96,100,2.21,overcast clouds
641,Loandjili,CG,-4.7561,11.8578,77.11,94,40,5.75,thunderstorm with light rain
642,Diamantino,BR,-14.4086,-56.4461,77.02,89,100,4.59,moderate rain
643,Nassau,US,40.7507,-73.5829,66.88,83,90,4.0,mist
644,Ayagoz,KZ,47.9714,80.4392,-3.64,84,87,3.83,overcast clouds
645,Aykhal,RU,66.0,111.5,-36.49,100,40,0.74,scattered clouds
646,Christchurch,NZ,-43.5333,172.6333,57.94,70,90,3.0,overcast clouds
647,Yurimaguas,PE,-5.9,-76.0833,82.56,57,40,0.0,scattered clouds
648,Mayna,RU,54.1135,47.6231,16.29,75,5,9.93,clear sky
649,Taoudenni,ML,22.6783,-3.9836,67.91,18,82,10.22,broken clouds
650,Darnah,LY,32.767,22.6367,59.79,56,0,20.36,clear sky
651,Masallatah,LY,32.6167,14.0,56.57,56,96,20.51,overcast clouds
652,Porto Velho,BR,-8.7619,-63.9039,86.05,62,20,2.3,few clouds
653,Neuquen,AR,-38.9516,-68.0591,80.49,21,0,12.66,clear sky
654,Soderhamn,SE,61.3037,17.0592,34.39,97,100,3.62,overcast clouds
655,Constanza,DE,47.6603,9.1758,38.07,93,100,2.19,overcast clouds
656,Killarney,IE,52.05,-9.5167,51.98,98,100,2.51,overcast clouds
657,Gambela,ET,8.25,34.5833,79.75,36,4,3.78,clear sky
658,Adrar,MR,20.5022,-10.0711,67.95,16,79,10.18,broken clouds
659,Rakaia,NZ,-43.75,172.0167,56.75,76,100,2.77,overcast clouds
660,Kirovskiy,RU,45.0917,133.5136,20.75,95,100,2.15,overcast clouds
661,West Bay,KY,19.3667,-81.4167,86.07,71,20,1.99,few clouds
662,Lexington,US,37.9887,-84.4777,40.89,61,100,1.99,overcast clouds
663,Imbituba,BR,-28.24,-48.6703,76.89,92,99,6.6,overcast clouds
664,Mount Pleasant,US,32.7941,-79.8626,77.18,80,1,7.0,clear sky
665,Chara,RU,56.9064,118.2631,-21.39,73,71,2.33,broken clouds
666,Windhoek,NA,-22.5594,17.0832,76.1,20,100,2.3,overcast clouds
667,Nuuk,GL,64.1835,-51.7216,23.88,85,100,5.99,light snow
668,Aanekoski,FI,62.6946,25.818,24.87,95,100,7.07,light snow
669,Sinnamary,GF,5.3833,-52.95,77.56,91,93,9.91,overcast clouds
670,Magadan,RU,59.5667,150.8,14.59,81,100,14.9,overcast clouds
671,Pasinler,TR,39.9803,41.6764,22.19,60,56,2.93,broken clouds
672,Novyy Urengoy,RU,66.0833,76.6333,-12.64,98,57,9.01,broken clouds
673,Fuerte Olimpo,PY,-21.0415,-57.8738,94.21,33,94,8.01,overcast clouds
674,Bereda,ES,43.2686,-7.5406,51.55,97,61,0.98,broken clouds
675,Fairmont,US,39.4851,-80.1426,61.38,81,100,8.01,overcast clouds
676,Taldan,RU,53.6667,124.8,0.9,76,97,7.36,overcast clouds
677,Solnechnyy,RU,50.7214,136.6319,13.57,96,100,3.38,overcast clouds
678,Rancho Palos Verdes,US,33.7445,-118.387,70.66,44,1,5.99,clear sky
679,Mahajanga,MG,-15.7167,46.3167,80.62,78,20,4.61,few clouds
680,Ranong,TH,9.9658,98.6348,73.58,89,25,4.29,scattered clouds
681,Chicama,PE,-7.8447,-79.1469,64.94,67,46,9.04,scattered clouds
682,West Plains,US,36.7281,-91.8524,46.09,43,28,3.0,scattered clouds
683,Hasilpur,PK,29.7122,72.5553,58.62,26,100,1.63,overcast clouds
684,Abnub,EG,27.2696,31.1511,61.02,29,100,4.59,overcast clouds
685,Amahai,ID,-3.3333,128.9167,79.57,81,100,4.59,overcast clouds
686,Budhlada,IN,29.9333,75.5667,56.71,26,100,2.48,overcast clouds
687,Gat,IL,31.61,34.7642,65.39,42,62,1.54,broken clouds
