City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
125,Tuktoyaktuk,CA,2021-12-11 16:34:09,69.4541,-133.0374,-13.0,77,75,9.22
126,Ponta Do Sol,PT,2021-12-11 16:34:10,32.6667,-17.1,69.01,59,24,7.18
127,Fare,PF,2021-12-11 16:34:10,-16.7,-151.0167,80.28,73,97,11.39
128,Hilo,US,2021-12-11 16:34:07,19.7297,-155.09,73.27,43,90,5.75
129,Susanville,US,2021-12-11 16:34:10,40.4163,-120.653,24.64,86,1,0.0
130,Longyearbyen,SJ,2021-12-11 16:34:11,78.2186,15.6401,31.84,80,75,11.5
131,Komsomolskiy,UZ,2021-12-11 16:34:11,40.4272,71.7189,35.02,55,0,6.91
132,Boma,GH,2021-12-11 16:34:12,7.0805,-2.1697,90.64,22,78,3.0
133,Hvide Sande,DK,2021-12-11 16:34:12,56.0045,8.1294,34.09,73,68,5.32
134,Arman,RU,2021-12-11 16:34:12,59.7,150.1667,5.2,88,100,7.36
135,Fortuna,US,2021-12-11 16:34:11,40.5982,-124.1573,52.32,69,90,3.0
136,Airai,TL,2021-12-11 16:35:13,-8.9266,125.4092,62.55,93,99,0.78
137,High Level,CA,2021-12-11 16:35:13,58.5169,-117.136,10.51,92,90,3.44
138,Sitka,US,2021-12-11 16:33:05,57.0531,-135.33,31.89,86,75,9.22
139,Bentiu,SS,2021-12-11 16:35:14,9.2333,29.8333,85.98,23,16,4.83
140,Talcahuano,CL,2021-12-11 16:30:24,-36.7167,-73.1167,62.28,59,90,9.22
141,Castro,BR,2021-12-11 16:34:59,-24.7911,-50.0119,83.5,32,75,6.2
142,Olafsvik,IS,2021-12-11 16:35:14,64.8945,-23.7142,40.15,81,100,20.98
143,Laela,TZ,2021-12-11 16:35:15,-8.5667,32.05,73.8,37,86,3.0
144,Port Macquarie,AU,2021-12-11 16:35:15,-31.4333,152.9167,62.56,76,71,7.83
145,Mount Gambier,AU,2021-12-11 16:35:15,-37.8333,140.7667,53.51,82,66,6.91
146,Mandalgovi,MN,2021-12-11 16:35:16,45.7625,106.2708,6.75,56,0,8.1
147,Bluff,NZ,2021-12-11 16:35:16,-46.6,168.3333,44.8,67,9,4.32
148,Road Town,VG,2021-12-11 16:35:16,18.4167,-64.6167,84.29,65,40,11.5
149,Mar Del Plata,AR,2021-12-11 16:34:52,-38.0023,-57.5575,73.42,91,75,20.0
150,Puri,IN,2021-12-11 16:35:17,19.8,85.85,73.92,68,16,9.44
151,Leopold,AU,2021-12-11 16:35:17,-38.1833,144.4667,56.97,82,75,14.97
152,Saint George,US,2021-12-11 16:31:08,37.1041,-113.5841,36.54,61,1,0.0
153,Lubin,PL,2021-12-11 16:35:17,51.4009,16.2015,31.89,96,16,4.99
154,Ahipara,NZ,2021-12-11 16:35:18,-35.1667,173.1667,67.75,96,100,6.71
155,Saint Anthony,US,2021-12-11 16:35:18,45.0205,-93.218,29.25,82,1,3.0
156,Enshi,CN,2021-12-11 16:35:18,30.3,109.4833,46.47,94,100,5.55
157,Bambous Virieux,MU,2021-12-11 16:35:19,-20.3428,57.7575,79.21,78,40,12.66
158,Cassilandia,BR,2021-12-11 16:35:19,-19.1133,-51.7342,90.37,38,12,2.19
159,Lagos De Moreno,MX,2021-12-11 16:35:19,21.35,-101.9167,72.28,21,70,0.96
160,Maningrida,AU,2021-12-11 16:35:20,-12.0667,134.2667,83.79,72,34,3.22
161,Agirish,RU,2021-12-11 16:35:20,61.9247,63.0231,7.2,91,32,7.4
162,Ukiah,US,2021-12-11 16:35:20,39.1502,-123.2078,47.97,91,88,2.66
163,Sao Filipe,CV,2021-12-11 16:35:21,14.8961,-24.4956,75.72,67,85,6.44
164,Campos,BR,2021-12-11 16:35:21,-21.75,-41.3,87.85,51,40,6.91
165,Grindavik,IS,2021-12-11 16:35:21,63.8424,-22.4338,41.47,81,75,34.52
166,Dingle,PH,2021-12-11 16:33:28,10.9995,122.6711,75.69,94,97,8.52
167,Tura,IN,2021-12-11 16:35:22,25.5198,90.2201,56.97,54,0,3.02
168,Krasnaya Zarya,RU,2021-12-11 16:35:22,52.7825,37.6806,27.3,76,98,12.28
169,Kodiak,US,2021-12-11 16:35:22,57.79,-152.4072,18.91,42,20,29.93
170,Jumla,NP,2021-12-11 16:35:23,29.2747,82.1838,35.94,43,0,5.57
171,Leningradskiy,RU,2021-12-11 16:35:23,69.3833,178.4167,-24.25,87,40,10.54
172,Nazca,PE,2021-12-11 16:35:23,-14.8333,-74.95,81.1,50,38,7.47
173,Ancud,CL,2021-12-11 16:35:24,-41.8697,-73.8203,60.33,78,54,20.0
174,Casablanca,MA,2021-12-11 16:35:08,33.5928,-7.6192,66.42,63,0,13.0
175,Benin,BJ,2021-12-11 16:35:24,9.5,2.25,90.77,16,54,3.51
176,Samana,DO,2021-12-11 16:35:24,19.2056,-69.3369,82.62,78,40,6.91
177,Mount Isa,AU,2021-12-11 16:35:25,-20.7333,139.5,71.37,21,0,0.0
178,Vila Velha,BR,2021-12-11 16:35:25,-20.3297,-40.2925,85.95,69,75,11.99
179,Talnakh,RU,2021-12-11 16:36:26,69.4865,88.3972,-25.67,83,81,2.64
180,Chokurdakh,RU,2021-12-11 16:31:49,70.6333,147.9167,-48.71,100,67,2.35
181,Benito Juarez,MX,2021-12-11 16:36:26,19.385,-99.165,64.0,40,40,1.99
182,Salalah,OM,2021-12-11 16:36:26,17.0151,54.0924,78.89,53,0,3.44
183,Doha,QA,2021-12-11 16:31:33,25.2867,51.5333,70.11,66,0,12.66
184,Mana,GF,2021-12-11 16:36:27,5.6592,-53.7767,83.55,71,88,10.25
185,Luquillo,PR,2021-12-11 16:36:27,18.3725,-65.7166,85.8,74,75,17.27
186,Santiago Del Estero,AR,2021-12-11 16:36:27,-27.7951,-64.2615,92.82,31,20,8.79
187,Springbok,ZA,2021-12-11 16:36:28,-29.6643,17.8865,69.76,31,0,13.27
188,Eldorado,BR,2021-12-11 16:36:28,-23.7869,-54.2836,96.08,16,89,4.65
189,Springdale,US,2021-12-11 16:33:21,36.1867,-94.1288,40.75,63,1,11.99
190,Assiniboia,CA,2021-12-11 16:36:29,49.6334,-105.9845,26.42,63,49,24.16
191,Los Llanos De Aridane,ES,2021-12-11 16:36:30,28.6585,-17.9182,65.12,71,75,11.99
192,Severo-Kurilsk,RU,2021-12-11 16:36:31,50.6789,156.125,34.63,90,100,25.59
193,Broome,US,2021-12-11 16:36:31,42.2506,-75.833,51.51,81,90,3.0
194,Holme,DK,2021-12-11 16:36:31,56.1138,10.1725,33.64,92,99,4.7
195,Paamiut,GL,2021-12-11 16:36:31,61.994,-49.6678,21.97,94,100,15.01
196,Amarkantak,IN,2021-12-11 16:36:32,22.6667,81.75,50.67,38,0,4.56
197,Calabozo,VE,2021-12-11 16:36:32,8.9242,-67.4293,94.59,32,87,5.44
198,Iqaluit,CA,2021-12-11 16:36:13,63.7506,-68.5145,-9.31,63,20,10.0
199,Svetlogorsk,BY,2021-12-11 16:36:32,52.6333,29.7333,39.38,88,100,13.11
200,Norman Wells,CA,2021-12-11 16:36:33,65.282,-126.8329,-3.96,71,90,11.5
201,Beringovskiy,RU,2021-12-11 16:36:33,63.05,179.3167,-22.0,96,40,5.64
202,Porto Velho,BR,2021-12-11 16:36:33,-8.7619,-63.9039,86.05,66,20,3.44
203,Port Blair,IN,2021-12-11 16:36:34,11.6667,92.75,80.58,75,82,12.1
204,Tomatlan,MX,2021-12-11 16:36:34,19.9333,-105.25,85.03,25,97,2.37
205,Karaton,ID,2021-12-11 16:36:34,-6.3424,106.1045,77.16,93,89,3.87
206,Sioux Lookout,CA,2021-12-11 16:36:35,50.1001,-91.917,10.78,92,40,5.75
207,Mahebourg,MU,2021-12-11 16:36:10,-20.4081,57.7,79.25,78,40,12.66
208,Khatanga,RU,2021-12-11 16:36:16,71.9667,102.5,-41.3,99,63,5.57
209,Akdepe,TM,2021-12-11 16:36:35,42.0551,59.3788,48.29,65,98,10.31
210,Madimba,TZ,2021-12-11 16:36:36,-10.4,40.3333,79.29,81,69,9.91
211,Darnah,LY,2021-12-11 16:36:36,32.767,22.6367,62.69,51,0,24.79
212,Amarante Do Maranhao,BR,2021-12-11 16:36:36,-5.5667,-46.7422,82.98,79,71,6.69
213,Teguise,ES,2021-12-11 16:36:36,29.0605,-13.564,64.62,64,40,17.27
214,Polovinnoye,RU,2021-12-11 16:36:37,54.7914,65.9864,4.77,93,100,7.2
215,Agropoli,IT,2021-12-11 16:36:38,40.3469,14.9966,50.27,87,87,6.89
216,Aksarka,RU,2021-12-11 16:36:38,66.5606,67.7975,-6.52,100,73,4.5
217,Thinadhoo,MV,2021-12-11 16:36:39,0.5333,72.9333,82.15,75,23,7.56
218,Jeremie,HT,2021-12-11 16:36:39,18.65,-74.1167,83.32,67,15,7.09
219,Masvingo,ZW,2021-12-11 16:36:39,-20.0637,30.8277,83.39,28,81,8.68
220,Zanjan,IR,2021-12-11 16:36:39,36.6736,48.4787,40.06,36,0,3.15
221,Katsuura,JP,2021-12-11 16:36:40,35.1333,140.3,50.11,68,4,7.18
222,Worland,US,2021-12-11 16:36:40,44.0169,-107.9554,20.55,72,1,0.0
223,Price,US,2021-12-11 16:36:40,39.5994,-110.8107,21.42,73,1,0.0
224,Oksfjord,NO,2021-12-11 16:36:41,70.2396,22.3479,32.92,75,21,6.49
225,Pompeu,BR,2021-12-11 16:37:41,-19.2244,-44.9353,82.67,48,27,4.34
226,Isla Vista,US,2021-12-11 16:37:41,34.4133,-119.861,63.12,65,1,0.0
227,Zyryanovsk,KZ,2021-12-11 16:37:42,49.7386,84.2719,-13.13,95,16,2.26
228,Sturgeon Falls,CA,2021-12-11 16:37:42,46.3646,-79.9326,42.89,100,100,14.25
229,North Bend,US,2021-12-11 16:37:42,43.4065,-124.2243,50.86,93,90,19.57
230,Monrovia,LR,2021-12-11 16:37:43,6.3005,-10.7969,84.02,66,57,7.34
231,East London,ZA,2021-12-11 16:33:03,-33.0153,27.9116,68.94,94,20,10.36
232,Clyde River,CA,2021-12-11 16:37:43,70.4692,-68.5914,-17.27,96,34,4.52
233,Rayevskiy,RU,2021-12-11 16:37:44,54.0658,54.9468,13.98,90,5,7.02
234,Pucallpa,PE,2021-12-11 16:37:44,-8.3791,-74.5539,84.24,70,75,3.44
235,Nyurba,RU,2021-12-11 16:37:44,63.2842,118.3319,-26.12,100,98,4.07
236,Sutatausa,CO,2021-12-11 16:36:52,5.2478,-73.8524,59.83,59,100,3.33
237,Bereda,ES,2021-12-11 16:37:45,43.2686,-7.5406,55.15,92,61,1.28
238,Trabzon,TR,2021-12-11 16:37:45,40.9167,39.8333,53.69,41,0,6.91
239,Santa Cruz De Tenerife,ES,2021-12-11 16:37:45,28.4682,-16.2546,72.21,71,40,5.01
240,Pangnirtung,CA,2021-12-11 16:36:16,66.1451,-65.7125,-2.2,84,75,2.3
241,Klaksvik,FO,2021-12-11 16:37:46,62.2266,-6.589,45.52,75,100,22.39
242,Hemsedal,NO,2021-12-11 16:37:46,60.8629,8.5534,10.99,98,82,5.01
243,Gunzburg,DE,2021-12-11 16:37:46,48.45,10.2667,35.87,87,84,4.43
244,Nishihara,JP,2021-12-11 16:37:47,26.1842,127.7558,67.28,68,20,5.75
245,California City,US,2021-12-11 16:37:47,35.1258,-117.9859,50.9,53,1,0.0
246,Vallenar,CL,2021-12-11 16:37:48,-28.5708,-70.7581,79.23,27,0,9.17
247,Ugoofaaru,MV,2021-12-11 16:37:48,5.6667,73.0,82.27,72,79,11.18
248,Rocha,UY,2021-12-11 16:33:26,-34.4833,-54.3333,78.35,44,13,11.23
249,Alta Floresta,BR,2021-12-11 16:37:49,-9.8756,-56.0861,81.66,85,100,4.16
250,Chihuahua,MX,2021-12-11 16:37:49,28.5,-106.0,47.23,55,5,6.26
251,Maarianhamina,AX,2021-12-11 16:37:49,60.0973,19.9348,37.26,100,90,3.44
252,Gandajika,CD,2021-12-11 16:37:50,-6.75,23.95,72.43,91,100,3.33
253,Lewiston,US,2021-12-11 16:37:50,44.1003,-70.2148,44.4,97,90,4.61
254,Tvoroyri,FO,2021-12-11 16:37:50,61.5556,-6.8111,45.79,77,100,22.95
255,Bilibino,RU,2021-12-11 16:37:51,68.0546,166.4372,-40.97,100,56,3.06
256,Gualeguay,AR,2021-12-11 16:37:51,-33.1416,-59.3097,90.81,27,39,1.05
257,Shenjiamen,CN,2021-12-11 16:37:51,29.9576,122.298,56.41,75,5,8.61
258,Filadelfia,US,2021-12-11 16:36:46,39.9523,-75.1638,61.21,89,90,11.99
259,Half Moon Bay,US,2021-12-11 16:33:18,37.4636,-122.4286,52.92,80,1,3.44
260,Lakatoro,VU,2021-12-11 16:37:52,-16.0999,167.4164,81.45,82,100,9.28
261,Fukuma,JP,2021-12-11 16:37:52,33.7667,130.4667,54.16,74,69,10.94
262,Laguna,US,2021-12-11 16:37:53,38.421,-121.4238,51.08,94,1,0.0
263,Boa Vista,BR,2021-12-11 16:37:11,2.8197,-60.6733,87.78,58,75,6.91
264,Fairbanks,US,2021-12-11 16:37:53,64.8378,-147.7164,2.23,78,90,1.01
265,Hwange,ZW,2021-12-11 16:37:53,-18.3693,26.5019,88.32,24,79,3.67
266,Lusambo,CD,2021-12-11 16:37:54,-4.9667,23.45,71.02,98,100,1.99
267,Vostok,RU,2021-12-11 16:37:54,46.4856,135.8833,13.17,96,100,3.42
268,Nanortalik,GL,2021-12-11 16:37:54,60.1432,-45.2371,27.66,81,100,24.18
269,Shankargarh,IN,2021-12-11 16:37:55,25.1833,81.6167,60.21,47,0,3.4
270,Coquimbo,CL,2021-12-11 16:37:55,-29.9533,-71.3436,67.73,59,40,10.36
271,Hirara,JP,2021-12-11 16:38:56,24.8,125.2833,72.72,59,18,11.79
272,Cedar Lake,US,2021-12-11 16:38:56,41.3648,-87.4411,36.1,78,100,21.9
273,Nantucket,US,2021-12-11 16:35:31,41.2835,-70.0995,59.61,94,90,19.57
274,Zyryanka,RU,2021-12-11 16:38:56,65.75,150.85,-46.82,96,85,3.31
275,Buala,SB,2021-12-11 16:38:57,-8.145,159.5921,80.53,84,100,6.26
276,Portland,US,2021-12-11 16:37:03,45.5234,-122.6762,48.13,91,90,8.01
277,Korla,CN,2021-12-11 16:38:57,41.7597,86.1469,23.11,67,4,2.64
278,Spoleto,IT,2021-12-11 16:38:57,42.7448,12.7374,44.44,95,99,11.86
279,Tecoanapa,MX,2021-12-11 16:38:58,16.5167,-98.75,84.96,60,70,2.44
280,Vasilyevskiy Mokh,RU,2021-12-11 16:38:59,57.0132,35.919,9.82,89,95,7.29
281,Santa Cruz,BO,2021-12-11 16:38:23,-17.8,-63.1667,89.65,58,40,11.5
282,Jaguarao,BR,2021-12-11 16:38:59,-32.5661,-53.3758,80.11,42,16,5.99
283,Porbandar,IN,2021-12-11 16:38:59,21.6422,69.6093,75.87,46,0,10.29
284,Namatanai,PG,2021-12-11 16:39:00,-3.6667,152.4333,81.07,83,99,9.28
285,Hailar,CN,2021-12-11 16:39:00,49.2,119.7,1.76,86,39,13.4
286,Yumen,CN,2021-12-11 16:39:00,40.2833,97.2,22.17,50,0,6.44
287,Colares,PT,2021-12-11 16:39:00,38.7992,-9.4469,64.08,74,20,1.01
288,Labytnangi,RU,2021-12-11 16:39:01,66.6572,66.4183,-5.12,97,21,3.2
289,Nome,US,2021-12-11 16:39:01,64.5011,-165.4064,-5.73,71,1,6.91
290,Tessalit,ML,2021-12-11 16:34:09,20.1986,1.0114,77.86,7,31,7.92
291,Wuwei,CN,2021-12-11 16:39:02,37.9281,102.6414,24.37,61,35,3.22
292,Kutum,SD,2021-12-11 16:39:02,14.2,24.6667,72.1,17,2,9.01
293,San Patricio,US,2021-12-11 16:39:02,28.017,-97.5169,66.61,30,37,24.79
294,Hami,CN,2021-12-11 16:39:02,42.8,93.45,22.62,48,0,4.21
