City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Marsh Harbour,BS,2021-12-11 16:35:30,26.5412,-77.0636,77.76,69,41,13.13
296,Hagerstown,US,2021-12-11 16:38:57,39.6418,-77.72,61.47,88,20,13.0
297,Pechenga,RU,2021-12-11 16:39:03,69.5259,31.1703,16.66,94,72,6.96
298,Trelew,AR,2021-12-11 16:39:03,-43.249,-65.3051,90.57,17,68,15.75
299,Tiarei,PF,2021-12-11 16:39:04,-17.5333,-149.3333,78.82,70,29,11.3
300,Paso De Carrasco,UY,2021-12-11 16:39:04,-34.8603,-56.0522,79.25,69,20,12.66
301,Batagay-Alyta,RU,2021-12-11 16:39:05,67.8006,130.4114,-19.44,99,100,1.36
302,Sur,OM,2021-12-11 16:39:05,22.5667,59.5289,71.38,59,38,4.14
303,Collie,AU,2021-12-11 16:39:05,-33.3667,116.15,53.98,92,65,5.5
304,Kaliua,TZ,2021-12-11 16:39:06,-5.0606,31.7936,75.27,52,89,0.78
305,Iberia,US,2021-12-11 16:39:06,29.9502,-91.7507,66.97,88,90,13.8
306,Itoman,JP,2021-12-11 16:39:07,26.1247,127.6694,68.02,68,20,5.75
307,Shnogh,AM,2021-12-11 16:39:07,41.1469,44.8404,40.68,52,74,4.65
308,Amapa,BR,2021-12-11 16:39:07,1.0,-52.0,82.08,89,90,3.69
309,Vao,NC,2021-12-11 16:39:07,-22.6667,167.4833,78.48,85,100,16.24
310,Yulara,AU,2021-12-11 16:39:08,-25.2406,130.9889,80.44,19,39,8.05
311,New Norfolk,AU,2021-12-11 16:39:08,-42.7826,147.0587,49.71,63,77,1.61
312,Ucluelet,CA,2021-12-11 16:39:08,48.9329,-125.5528,42.1,81,100,16.24
313,Mujiayingzi,CN,2021-12-11 16:39:09,42.1167,118.7833,19.45,47,5,13.31
314,Miranda De Ebro,ES,2021-12-11 16:39:09,42.6865,-2.947,52.25,93,100,4.97
315,Bonthe,SL,2021-12-11 16:39:10,7.5264,-12.505,84.69,65,76,10.47
316,Winnemucca,US,2021-12-11 16:39:10,40.973,-117.7357,30.25,64,75,20.71
317,Minden,DE,2021-12-11 16:40:11,52.2833,8.9167,35.98,92,20,9.22
318,Bahia Blanca,AR,2021-12-11 16:37:22,-38.7196,-62.2724,87.57,32,21,8.61
319,Tual,ID,2021-12-11 16:40:12,-5.6667,132.75,84.06,76,96,14.12
320,Kilindoni,TZ,2021-12-11 16:40:12,-7.9139,39.6668,80.22,78,24,11.07
321,Conceicao Da Barra,BR,2021-12-11 16:40:12,-18.5933,-39.7322,81.34,67,77,8.88
322,Normandin,CA,2021-12-11 16:36:41,48.8333,-72.5321,25.11,86,100,4.61
323,Seybaplaya,MX,2021-12-11 16:40:13,19.65,-90.6667,81.86,56,7,6.11
324,Grand-Santi,GF,2021-12-11 16:40:13,4.25,-54.3833,80.92,93,100,4.09
325,Lompoc,US,2021-12-11 16:39:52,34.6391,-120.4579,60.13,74,1,9.22
326,Amasya,TR,2021-12-11 16:40:13,40.6667,35.8333,42.48,54,75,3.56
327,Harper,LR,2021-12-11 16:40:14,4.375,-7.7169,83.08,72,96,11.05
328,Kieta,PG,2021-12-11 16:40:14,-6.2167,155.6333,80.13,81,76,3.0
329,Yar-Sale,RU,2021-12-11 16:40:15,66.8333,70.8333,-5.6,98,32,7.87
330,Sinazongwe,ZM,2021-12-11 16:40:15,-17.2614,27.4618,86.92,39,6,4.05
331,Richards Bay,ZA,2021-12-11 16:40:15,-28.783,32.0377,78.66,80,41,12.21
332,Innisfail,AU,2021-12-11 16:39:01,-17.5333,146.0333,78.15,86,100,2.77
333,Vestmanna,FO,2021-12-11 16:40:16,62.1564,-7.1664,43.72,93,90,17.27
334,Port Hardy,CA,2021-12-11 16:40:16,50.6996,-127.4199,41.76,100,75,10.36
335,Hervey Bay,AU,2021-12-11 16:40:16,-25.2986,152.8535,73.04,75,58,15.61
336,Quang Ngai,VN,2021-12-11 16:40:11,15.1167,108.8,69.94,93,72,6.04
337,Souillac,MU,2021-12-11 16:40:17,-20.5167,57.5167,79.36,78,40,12.66
338,Ornskoldsvik,SE,2021-12-11 16:40:17,63.2909,18.7153,30.02,100,90,3.44
339,Vestmannaeyjar,IS,2021-12-11 16:40:18,63.4427,-20.2734,43.79,87,75,28.77
340,Kemijarvi,FI,2021-12-11 16:40:18,66.7131,27.4306,24.58,97,100,3.78
341,Byron Bay,AU,2021-12-11 16:40:18,-28.65,153.6167,69.06,87,72,10.27
342,Canyon Lake,US,2021-12-11 16:40:19,29.8752,-98.2625,56.41,38,100,4.0
343,Havre-Saint-Pierre,CA,2021-12-11 16:40:19,50.2334,-63.5986,27.19,68,1,6.91
344,Baykit,RU,2021-12-11 16:40:19,61.67,96.37,4.21,98,100,1.92
345,Naze,JP,2021-12-11 16:37:20,28.3667,129.4833,63.63,65,75,5.86
346,Maiduguri,NG,2021-12-11 16:40:20,11.8464,13.1603,79.12,21,7,10.69
347,Suez,EG,2021-12-11 16:40:20,29.9737,32.5263,64.99,39,68,6.22
348,Salinopolis,BR,2021-12-11 16:40:20,-0.6136,-47.3561,85.33,66,45,14.65
349,Sobolevo,RU,2021-12-11 16:40:21,54.4299,31.8996,29.17,89,100,14.36
350,Mitu,CO,2021-12-11 16:40:21,1.1983,-70.1733,88.32,51,97,5.1
351,Miranda,CO,2021-12-11 16:40:21,3.2499,-76.2281,68.13,96,100,2.26
352,Palimbang,PH,2021-12-11 16:40:21,6.2106,124.1894,78.69,86,93,2.55
353,Kovdor,RU,2021-12-11 16:40:22,67.5662,30.4758,21.06,97,99,4.09
354,Pontivy,FR,2021-12-11 16:40:22,48.0,-3.0,54.25,96,99,5.84
355,General Pico,AR,2021-12-11 16:40:22,-35.6566,-63.7568,88.07,34,0,7.31
356,Pontal Do Parana,BR,2021-12-11 16:40:23,-25.6533,-48.5128,98.73,61,10,10.42
357,Gidole,ET,2021-12-11 16:40:23,5.65,37.3667,62.04,28,0,3.67
358,San Jose,US,2021-12-11 16:36:55,37.3394,-121.895,52.86,63,20,0.0
359,Fort Nelson,CA,2021-12-11 16:35:35,58.8053,-122.7002,-0.81,85,75,0.0
360,Luderitz,NA,2021-12-11 16:40:23,-26.6481,15.1594,67.37,68,0,16.55
361,Bintulu,MY,2021-12-11 16:38:15,3.1667,113.0333,77.41,100,40,5.01
362,Haimen,CN,2021-12-11 16:40:24,23.1935,116.6142,60.69,88,23,13.29
363,Sale,MA,2021-12-11 16:41:24,34.0389,-6.8166,64.63,77,40,9.22
364,Muros,ES,2021-12-11 16:38:12,42.7762,-9.0603,59.99,89,54,3.24
365,Lorengau,PG,2021-12-11 16:39:32,-2.0226,147.2712,81.86,85,100,12.82
366,Aksu,CN,2021-12-11 16:41:25,41.1231,80.2644,23.2,67,7,2.1
367,Ulcinj,ME,2021-12-11 16:41:25,41.9294,19.2244,49.91,88,100,10.63
368,Krasnovka,RU,2021-12-11 16:41:25,48.8177,40.0923,31.1,84,73,11.05
369,Vanimo,PG,2021-12-11 16:41:26,-2.6741,141.3028,79.03,90,100,9.44
370,Neuquen,AR,2021-12-11 16:41:26,-38.9516,-68.0591,78.69,22,75,12.66
371,Linares,CL,2021-12-11 16:41:27,-35.85,-71.6,64.98,63,100,5.48
372,Ulaangom,MN,2021-12-11 16:41:27,49.9811,92.0667,-1.26,90,81,5.17
373,Dehui,CN,2021-12-11 16:41:27,44.5333,125.7,19.71,58,42,14.47
374,Raul Soares,BR,2021-12-11 16:41:28,-20.1022,-42.4519,83.75,61,55,4.99
375,Port-Cartier,CA,2021-12-11 16:41:28,50.0334,-66.8654,18.75,82,87,6.2
376,Kadoma,JP,2021-12-11 16:41:28,34.7333,135.5833,53.58,78,88,2.28
377,Zarinsk,RU,2021-12-11 16:41:29,53.7074,84.9493,3.34,93,100,4.83
378,Trairi,BR,2021-12-11 16:36:40,-3.2778,-39.2689,88.81,53,38,14.63
379,Atar,MR,2021-12-11 16:41:29,20.5169,-13.0499,85.37,8,3,10.78
380,Bengkulu,ID,2021-12-11 16:41:29,-3.8004,102.2655,76.55,88,96,3.6
381,Kangaatsiaq,GL,2021-12-11 16:41:30,68.3065,-53.4641,19.18,82,100,5.61
382,Roald,NO,2021-12-11 16:41:30,62.5833,6.1333,35.33,75,0,8.05
383,Noumea,NC,2021-12-11 16:41:30,-22.2763,166.4572,76.98,83,100,8.12
384,Lima,PE,2021-12-11 16:36:55,-12.0432,-77.0282,66.45,77,90,13.8
385,Faya,SA,2021-12-11 16:41:31,18.3851,42.4509,60.91,32,29,6.35
386,Geraldton,AU,2021-12-11 16:41:31,-28.7667,114.6,66.61,68,3,12.66
387,Cuamba,MZ,2021-12-11 16:41:31,-14.8031,36.5372,83.21,27,10,5.28
388,Prince Rupert,CA,2021-12-11 16:41:31,54.3161,-130.3201,37.09,75,90,10.36
389,Santa Helena De Goias,BR,2021-12-11 16:41:32,-17.8136,-50.5969,90.43,36,40,2.26
390,Apatou,GF,2021-12-11 16:41:32,5.155,-54.3472,81.86,91,99,4.05
391,Bulawayo,ZW,2021-12-11 16:41:32,-20.15,28.5833,79.74,31,86,8.9
392,Dunedin,NZ,2021-12-11 16:38:21,-45.8742,170.5036,49.8,62,30,5.99
393,Flinders,AU,2021-12-11 16:37:22,-34.5833,150.8552,61.18,85,95,12.28
394,Ranfurly,NZ,2021-12-11 16:41:33,-45.1333,170.1,43.65,89,99,3.44
395,Ringebu,NO,2021-12-11 16:41:33,61.5167,10.1667,16.72,99,100,0.65
396,Vardo,NO,2021-12-11 16:41:34,70.3705,31.1107,28.8,80,68,15.1
397,Magadan,RU,2021-12-11 16:41:34,59.5667,150.8,11.5,87,100,10.04
398,Temir,KZ,2021-12-11 16:41:34,49.1414,57.13,19.47,82,87,15.55
399,Soto La Marina,MX,2021-12-11 16:41:34,23.7667,-98.2167,76.77,58,36,10.42
400,Oriximina,BR,2021-12-11 16:41:35,-1.7656,-55.8661,84.92,71,86,2.82
401,Redlands,US,2021-12-11 16:41:35,34.0556,-117.1825,57.0,47,5,0.31
402,Langxiang,CN,2021-12-11 16:41:35,46.95,128.8833,18.09,95,100,1.79
403,Qiongshan,CN,2021-12-11 16:41:36,20.0058,110.3542,67.98,88,0,4.47
404,Tuy Hoa,VN,2021-12-11 16:41:36,13.0833,109.3,71.83,92,97,8.48
405,Seoul,KR,2021-12-11 16:40:12,37.5683,126.9778,40.44,93,75,1.14
406,Tonota,BW,2021-12-11 16:41:36,-21.4833,27.4833,84.58,31,99,6.76
407,Cabo San Lucas,MX,2021-12-11 16:38:35,22.8909,-109.9124,76.51,74,20,2.3
408,Lagoa Santa,BR,2021-12-11 16:41:37,-19.6272,-43.8897,91.62,49,40,4.61
409,Kloulklubed,PW,2021-12-11 16:41:37,7.0419,134.2556,79.3,77,38,12.08
410,Axim,GH,2021-12-11 16:41:37,4.8699,-2.2405,82.87,72,80,9.42
411,Taicheng,CN,2021-12-11 16:42:38,38.731,113.228,25.54,55,96,6.62
412,Bilma,NE,2021-12-11 16:42:38,18.6853,12.9164,70.92,9,21,7.18
413,Boryslav,UA,2021-12-11 16:42:38,49.2867,23.4324,35.15,100,87,2.35
414,Sirjan,IR,2021-12-11 16:42:39,29.452,55.6814,51.73,20,36,0.58
415,Chebsara,RU,2021-12-11 16:42:39,59.2002,38.8356,0.73,88,87,7.87
416,Tynda,RU,2021-12-11 16:42:39,55.1667,124.7167,-3.62,85,100,5.26
417,Salsomaggiore Terme,IT,2021-12-11 16:42:40,44.8148,9.9796,39.69,84,2,4.68
418,Faanui,PF,2021-12-11 16:42:40,-16.4833,-151.75,80.26,73,86,13.06
419,Long Xuyen,VN,2021-12-11 16:42:40,10.3833,105.4167,73.35,75,51,6.08
420,Strezhevoy,RU,2021-12-11 16:42:41,60.7333,77.5889,6.78,93,97,12.97
421,Esperance,AU,2021-12-11 16:42:41,-33.8667,121.9,58.84,76,0,12.5
422,Katherine,AU,2021-12-11 16:42:41,-14.4667,132.2667,82.72,57,36,3.44
423,Tiznit,MA,2021-12-11 16:42:42,29.5833,-9.5,66.33,24,0,4.41
424,Serebryanyy Bor,RU,2021-12-11 16:42:42,56.8,124.8,-23.93,100,99,2.55
425,Jurm,AF,2021-12-11 16:42:42,36.8648,70.8342,37.33,34,0,3.33
426,Svetlaya,RU,2021-12-11 16:42:43,46.5389,138.3297,28.11,76,96,4.27
427,Grand Gaube,MU,2021-12-11 16:42:43,-20.0064,57.6608,79.38,69,99,7.0
428,Banda Aceh,ID,2021-12-11 16:42:43,5.5577,95.3222,78.31,86,7,11.74
429,Muhos,FI,2021-12-11 16:42:43,64.808,25.9931,28.71,92,100,7.31
430,Det Udom,TH,2021-12-11 16:42:44,14.906,105.0784,71.42,79,91,6.42
431,Porosozero,RU,2021-12-11 16:42:44,62.7191,32.727,16.52,91,99,7.63
432,Hamilton,US,2021-12-11 16:38:41,39.1834,-84.5333,55.47,84,88,4.0
433,Batemans Bay,AU,2021-12-11 16:42:44,-35.7167,150.1833,57.09,92,34,5.82
434,Mercedes,AR,2021-12-11 16:42:45,-34.6515,-59.4307,88.86,29,56,5.44
435,Grasten,DK,2021-12-11 16:42:45,54.9192,9.5952,40.08,94,38,5.75
436,Camopi,GF,2021-12-11 16:42:45,3.1655,-52.3158,81.3,87,97,5.06
437,Le Port,RE,2021-12-11 16:42:46,-20.9373,55.2919,78.76,74,74,3.4
438,Kudahuvadhoo,MV,2021-12-11 16:42:46,2.6708,72.8944,81.88,75,34,8.08
439,Atasu,KZ,2021-12-11 16:42:46,48.6814,71.6433,12.76,84,95,4.56
440,Cabudare,VE,2021-12-11 16:42:47,10.0289,-69.0894,86.25,34,27,6.93
441,Peace River,CA,2021-12-11 16:42:47,56.2501,-117.286,25.11,74,90,14.97
442,Palmer,US,2021-12-11 16:40:45,42.1584,-72.3287,57.15,100,90,4.61
443,Luwuk,ID,2021-12-11 16:42:47,-0.9516,122.7875,78.37,87,100,3.44
444,Olinda,BR,2021-12-11 16:42:48,-8.0089,-34.8553,87.53,58,20,12.66
445,Borba,BR,2021-12-11 16:42:48,-4.3878,-59.5939,87.89,69,86,4.05
446,Hobyo,SO,2021-12-11 16:42:48,5.3505,48.5268,78.82,76,15,16.58
447,Mackay,AU,2021-12-11 16:42:49,-21.15,149.2,74.05,94,40,5.75
448,Deputatskiy,RU,2021-12-11 16:42:49,69.3,139.9,-21.14,100,100,1.39
449,Balkhash,KZ,2021-12-11 16:42:49,46.844,74.9804,24.44,70,100,9.26
450,Male,MV,2021-12-11 16:39:26,4.1748,73.5089,82.35,83,75,12.66
451,Burnie,AU,2021-12-11 16:42:50,-41.0667,145.9167,53.92,71,86,10.69
452,Padang,ID,2021-12-11 16:42:50,-0.9492,100.3543,75.25,88,99,4.12
453,Havelock,US,2021-12-11 16:42:50,34.8791,-76.9013,76.98,88,74,14.0
454,Rosarito,MX,2021-12-11 16:42:50,32.3333,-117.0333,59.23,26,0,3.42
455,Okhotsk,RU,2021-12-11 16:42:51,59.3833,143.3,-4.49,83,100,12.75
456,Nyuksenitsa,RU,2021-12-11 16:42:51,60.4128,44.2397,3.42,96,87,4.94
457,Yamada,JP,2021-12-11 16:42:51,39.4667,141.95,42.78,78,93,5.53
458,Ostrovnoy,RU,2021-12-11 16:43:52,68.0531,39.5131,25.61,92,100,19.48
459,Kysyl-Syr,RU,2021-12-11 16:43:52,63.8986,122.7617,-15.41,100,99,2.91
460,Sabha,LY,2021-12-11 16:43:52,27.0377,14.4283,59.38,30,100,5.82
461,Poli,TZ,2021-12-11 16:43:53,-3.3333,36.8,73.67,85,70,6.26
462,Riverton,US,2021-12-11 16:40:07,40.5219,-111.9391,27.81,70,1,8.01
463,Semey,KZ,2021-12-11 16:43:53,50.4111,80.2275,14.14,70,81,17.09
464,Marandahalli,IN,2021-12-11 16:43:53,12.4,78.0,68.23,96,13,5.32
465,Bubaque,GW,2021-12-11 16:43:54,11.2833,-15.8333,81.43,68,70,12.41
466,Port-Gentil,GA,2021-12-11 16:43:54,-0.7193,8.7815,78.76,94,90,4.61
467,Bathsheba,BB,2021-12-11 16:43:54,13.2167,-59.5167,84.81,70,75,21.85
468,Ovruch,UA,2021-12-11 16:43:55,51.3246,28.8035,42.37,97,100,6.89
469,Lata,PT,2021-12-11 16:43:55,40.1629,-8.3327,57.07,90,13,3.67
470,Rakaia,NZ,2021-12-11 16:43:55,-43.75,172.0167,52.72,68,100,3.38
471,Sydney Mines,CA,2021-12-11 16:43:55,46.2367,-60.2177,39.99,93,90,1.01
472,Kupang,ID,2021-12-11 16:43:56,-10.1667,123.5833,80.31,85,98,2.68
473,Neiafu,TO,2021-12-11 16:43:56,-18.65,-173.9833,79.48,89,40,6.91
474,Matara,LK,2021-12-11 16:43:56,5.9485,80.5353,77.18,87,30,7.92
475,Sarangani,PH,2021-12-11 16:43:57,5.4033,125.4636,83.55,77,95,14.47
476,Asau,RO,2021-12-11 16:43:57,46.4333,26.4,41.95,81,97,3.22
477,Ponta Delgada,PT,2021-12-11 16:43:58,37.7333,-25.6667,66.92,77,40,14.97
478,Lapinig,PH,2021-12-11 16:43:58,12.3151,125.3032,77.77,93,85,8.97
479,Cidreira,BR,2021-12-11 16:42:29,-30.1811,-50.2056,72.68,62,47,8.9
480,Praia,CV,2021-12-11 16:40:13,14.9215,-23.5087,79.34,61,0,18.41
481,Cockburn Town,TC,2021-12-11 16:41:49,21.4612,-71.1419,80.38,73,1,21.36
482,Avera,US,2021-12-11 16:43:57,33.194,-82.5271,70.45,80,99,14.56
483,Moengo,SR,2021-12-11 16:43:59,5.6167,-54.4,83.75,78,98,5.03
484,Stephenville Crossing,CA,2021-12-11 16:43:59,48.5,-58.4318,33.93,80,90,14.97
485,Anadyr,RU,2021-12-11 16:43:59,64.75,177.4833,-25.1,75,0,8.95
486,Tezu,IN,2021-12-11 16:44:00,27.9167,96.1667,60.49,58,0,4.09
487,Broken Hill,AU,2021-12-11 16:44:00,-31.95,141.4333,65.91,30,26,6.91
488,Kharp,RU,2021-12-11 16:44:00,66.8014,65.8081,6.91,90,41,8.23
489,Kachug,RU,2021-12-11 16:44:01,53.9606,105.8817,-1.48,99,97,2.73
490,Robertsport,LR,2021-12-11 16:44:01,6.7533,-11.3686,83.52,71,87,8.57
491,Cururupu,BR,2021-12-11 16:44:01,-1.8283,-44.8683,87.48,59,84,8.14
492,Kunming,CN,2021-12-11 16:44:01,25.0389,102.7183,51.73,82,75,6.71
493,Albanel,CA,2021-12-11 16:44:02,48.8832,-72.4487,24.94,86,100,4.61
494,Konstantinovka,RU,2021-12-11 16:44:02,49.6167,127.9833,13.71,95,100,9.33
495,Thakurgaon,BD,2021-12-11 16:44:02,26.0333,88.4667,62.58,35,0,7.56
496,San Cristobal,VE,2021-12-11 16:44:03,7.7669,-72.225,75.38,54,76,3.76
497,Te Anau,NZ,2021-12-11 16:44:03,-45.4167,167.7167,37.04,91,13,3.29
498,Fort-Shevchenko,KZ,2021-12-11 16:44:03,44.5086,50.263,40.03,80,100,10.74
499,Ilhabela,BR,2021-12-11 16:44:04,-23.7781,-45.3581,79.3,63,1,6.49
500,Racine,US,2021-12-11 16:42:46,42.7495,-88.0751,34.68,92,100,11.01
501,Whitehorse,CA,2021-12-11 16:40:10,60.7161,-135.0538,11.17,84,90,8.99
502,Rovaniemi,FI,2021-12-11 16:44:04,66.5,25.7167,24.21,100,90,5.75
503,Mangaldai,IN,2021-12-11 16:44:04,26.4333,92.0333,62.51,64,0,0.76
504,Kathu,TH,2021-12-11 16:45:05,7.9178,98.3332,78.62,76,19,12.68
505,Barcelos,PT,2021-12-11 16:45:05,41.5388,-8.6151,57.29,88,39,4.68
506,Ahuimanu,US,2021-12-11 16:45:06,21.4447,-157.8378,73.11,74,20,16.11
507,Batetskiy,RU,2021-12-11 16:45:06,58.6461,30.3027,28.96,93,100,10.04
508,Shenkursk,RU,2021-12-11 16:45:06,62.1091,42.896,9.82,89,75,8.14
509,Lipin Bor,RU,2021-12-11 16:45:06,60.2622,37.9763,10.69,86,98,9.17
510,Port Lincoln,AU,2021-12-11 16:45:07,-34.7333,135.8667,63.12,78,10,11.88
511,La Ronge,CA,2021-12-11 16:45:07,55.1001,-105.2842,10.65,85,75,3.44
512,Berdigestyakh,RU,2021-12-11 16:45:07,62.0989,126.6992,-18.72,100,99,1.81
513,Viedma,AR,2021-12-11 16:41:18,-40.8135,-62.9967,91.08,27,74,17.76
514,Suileng,CN,2021-12-11 16:45:08,47.25,127.0833,17.44,96,100,8.32
515,Krasnoslobodsk,RU,2021-12-11 16:45:08,48.7072,44.5714,30.02,86,90,11.18
516,Jieshi,CN,2021-12-11 16:45:08,22.8134,115.8257,64.45,88,3,13.47
517,Coolum Beach,AU,2021-12-11 16:45:09,-26.5333,153.1,73.11,90,62,8.81
518,Tumut,AU,2021-12-11 16:45:09,-35.3,148.2167,58.19,91,16,3.58
519,Tromso,NO,2021-12-11 16:45:09,69.6496,18.957,25.38,86,0,3.44
520,Sikasso,ML,2021-12-11 16:45:10,10.9167,-7.0,93.56,11,77,2.17
521,Nueva Helvecia,UY,2021-12-11 16:45:10,-34.3,-57.2333,78.35,36,6,7.52
522,Gravdal,NO,2021-12-11 16:45:10,68.1214,13.5031,35.06,71,100,11.21
523,Dersca,RO,2021-12-11 16:45:10,47.9833,26.2,39.49,92,97,2.98
524,Alexandria,EG,2021-12-11 16:45:11,31.2156,29.9553,66.16,77,0,4.61
525,Norsup,VU,2021-12-11 16:45:11,-16.0667,167.3833,81.54,82,100,9.91
526,Tautira,PF,2021-12-11 16:45:12,-17.7333,-149.15,78.82,70,48,10.38
527,Tongliao,CN,2021-12-11 16:45:12,43.6125,122.2653,12.63,75,0,12.48
528,Santa Marta,CO,2021-12-11 16:43:34,11.2408,-74.199,87.85,62,75,5.75
529,Mangrol,IN,2021-12-11 16:45:12,21.1167,70.1167,75.25,51,0,9.51
530,Panama City,PA,2021-12-11 16:43:23,8.9936,-79.5197,89.13,59,40,4.61
531,Ixtapa,MX,2021-12-11 16:45:13,20.7,-105.2,84.69,28,92,3.27
532,Dindori,IN,2021-12-11 16:45:13,22.95,81.0833,53.19,35,0,3.58
533,Abu Dhabi,AE,2021-12-11 16:45:13,24.4667,54.3667,75.31,65,0,2.3
534,Laurel,US,2021-12-11 16:45:14,39.0993,-76.8483,65.7,86,90,3.0
535,Ocos,GT,2021-12-11 16:45:14,14.5094,-92.1933,90.73,66,0,4.52
536,College,US,2021-12-11 16:45:14,64.8569,-147.8028,1.58,79,90,8.05
537,Pacific Grove,US,2021-12-11 16:42:15,36.6177,-121.9166,53.56,70,1,0.0
538,Warwick,US,2021-12-11 16:41:08,41.7001,-71.4162,60.84,93,90,23.02
539,Hoquiam,US,2021-12-11 16:45:15,46.9809,-123.8893,49.98,91,90,16.11
540,Arlit,NE,2021-12-11 16:45:15,18.7369,7.3853,73.53,8,81,4.38
541,Canico,PT,2021-12-11 16:45:15,32.6333,-16.85,69.01,77,75,3.0
542,Hinche,HT,2021-12-11 16:45:16,19.15,-72.0167,85.42,45,3,5.44
